"PRODUCTO"|"ID_CLIENTE"|"CONTRATO"|"PLAZO"|"Periodicidad"|"Comisiones"|"RENTA"|"RENTAS"|"Valor Residual"|"MONTO_INICIAL_ACTIVO_S_IVA"|"TABLA AMOTIZACIÓN"|"FECHA INICIO"|"FECHA_DE_TERMINACION"|"Reestructurado"|"Tipo de Reestrucutra"|"Region"|"Moneda"
"1229"|"Arrendamiento Puro"|175|9835|27|"Mensual"|718.422492252588|4101.48563259362|2902335.3|8737.56034482759|2955253.54005556|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1230"|"Arrendamiento Puro"|175|9836|28|"Mensual"|534.152509372309|3902.55996603722|3009829.2|8737.56034482759|3233045.1938553|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1231"|"Arrendamiento Puro"|175|9837|30|"Mensual"|1032.04218833639|3925.13801405452|3224817|8737.56034482759|4181760.91254197|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1232"|"Arrendamiento Puro"|175|9838|34|"Mensual"|507.177783441376|4642.04430304999|3654792.6|8737.56034482759|3698779.38313293|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1233"|"Arrendamiento Puro"|175|9839|27|"Mensual"|1149.42033393409|3104.96751863345|2902335.3|8737.56034482759|3676009.32730861|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1234"|"Arrendamiento Puro"|175|9840|25|"Mensual"|541.356604639795|2650.37757486244|2687347.5|8737.56034482759|2937864.88704433|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1235"|"Arrendamiento Puro"|175|9841|34|"Mensual"|535.322174306186|3253.56235697691|3654792.6|8737.56034482759|4727076.01335255|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1236"|"Arrendamiento Puro"|175|9842|30|"Mensual"|987.762849314911|3699.93347481581|3224817|8737.56034482759|4057390.40893549|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1237"|"Arrendamiento Puro"|175|9843|33|"Mensual"|722.986853171904|2879.39802493939|3547298.7|8737.56034482759|4342611.51896923|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1238"|"Arrendamiento Puro"|175|9844|30|"Mensual"|803.681811032416|3412.61518504343|3224817|8737.56034482759|3325390.34344535|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1239"|"Arrendamiento Puro"|175|9845|29|"Mensual"|517.699055288937|3654.5451601558|3117323.1|8737.56034482759|3920839.17774646|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1240"|"Arrendamiento Puro"|175|9846|26|"Mensual"|539.452106886357|4044.06907940044|2794841.4|8737.56034482759|3271155.60273538|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1241"|"Arrendamiento Puro"|175|9847|34|"Mensual"|1324.41613207906|2642.76904312431|3654792.6|8737.56034482759|3989463.84587362|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1242"|"Arrendamiento Puro"|175|9848|30|"Mensual"|924.704699417539|4015.17940002279|3224817|8737.56034482759|3765484.88496524|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1243"|"Arrendamiento Puro"|175|9849|30|"Mensual"|1057.8534829519|2835.31416607173|3224817|8737.56034482759|3816703.33718861|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1244"|"Arrendamiento Puro"|175|9850|30|"Mensual"|892.794358405471|4649.78631544757|3224817|8737.56034482759|3767017.95767175|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1245"|"Arrendamiento Puro"|175|9851|28|"Mensual"|627.058029150749|4633.98837053477|3009829.2|8737.56034482759|3601478.26232696|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1246"|"Arrendamiento Puro"|175|9852|30|"Mensual"|533.624028556617|2929.29113265631|3224817|8737.56034482759|4033736.00691629|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1247"|"Arrendamiento Puro"|175|9853|33|"Mensual"|1443.49225752689|4370.57374714112|3547298.7|8737.56034482759|4516884.26047105|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1248"|"Arrendamiento Puro"|175|9854|25|"Mensual"|783.369349195096|3492.58280330941|2308927.5|7507.18965517241|2313197.69781539|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1249"|"Arrendamiento Puro"|175|9855|25|"Mensual"|940.691145493826|3514.00532027946|2308927.5|7507.18965517241|2842871.98228688|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1250"|"Arrendamiento Puro"|175|9856|28|"Mensual"|804.998542642766|2940.99596964184|2585998.8|7507.18965517241|2878118.42757973|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1251"|"Arrendamiento Puro"|175|9857|24|"Mensual"|583.79031061084|2719.24434300288|2216570.4|7507.18965517241|2532584.06890211|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1252"|"Arrendamiento Puro"|175|9858|29|"Mensual"|537.941811862513|3665.55221322507|2678355.9|7507.18965517241|3381270.00568557|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1253"|"Arrendamiento Puro"|175|9859|32|"Mensual"|1230.42477600962|2382.74037316172|2955427.2|7507.18965517241|3739519.57905656|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1254"|"Arrendamiento Puro"|175|9860|33|"Mensual"|1282.66031136903|3493.20430573943|3047784.3|7507.18965517241|3482216.90047332|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1255"|"Arrendamiento Puro"|175|9861|33|"Mensual"|774.771676663524|2501.03510281065|3047784.3|7507.18965517241|3538417.37171091|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1256"|"Arrendamiento Puro"|175|9862|31|"Mensual"|1157.73210916407|2850.29319628997|2863070.1|7507.18965517241|3239024.24336741|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1257"|"Arrendamiento Puro"|175|9863|30|"Mensual"|731.180917885804|2351.52954869526|2770713|7507.18965517241|3595880.60618112|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1258"|"Arrendamiento Puro"|175|9864|29|"Mensual"|1089.31034226684|3335.60589771631|2678355.9|7507.18965517241|2981613.24173795|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1259"|"Arrendamiento Puro"|175|9865|34|"Mensual"|927.462464123147|3670.31616074871|3140141.4|7507.18965517241|3721866.08062231|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1260"|"Arrendamiento Puro"|175|9866|30|"Mensual"|1279.15688613036|3882.66240846073|2770713|7507.18965517241|3054338.54730788|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1261"|"Arrendamiento Puro"|175|9867|25|"Mensual"|1167.78335604448|3056.76720584981|2308927.5|7507.18965517241|2667229.83554758|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1262"|"Arrendamiento Puro"|175|9868|25|"Mensual"|1089.772289571|2743.04085677301|2308927.5|7507.18965517241|2349142.50303139|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1263"|"Arrendamiento Puro"|175|9869|25|"Mensual"|569.928584942548|2989.92055457488|2308927.5|7507.18965517241|2340167.35680322|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1264"|"Arrendamiento Puro"|175|9870|31|"Mensual"|729.682975475092|2826.43673617701|2863070.1|7507.18965517241|3124040.68904721|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1265"|"Arrendamiento Puro"|175|9871|33|"Mensual"|896.776193398845|2457.4302624042|3047784.3|7507.18965517241|3768957.31311769|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1266"|"Arrendamiento Puro"|175|9872|24|"Mensual"|689.93786674184|3549.07990925348|2216570.4|7507.18965517241|2232572.55439913|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1267"|"Arrendamiento Puro"|175|9873|25|"Mensual"|606.878362631856|2475.14538619668|2308927.5|7507.18965517241|2880826.24127989|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1268"|"Arrendamiento Puro"|175|9874|35|"Mensual"|1205.55952363355|3592.30502383115|3232498.5|7507.18965517241|3605179.13905343|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1269"|"Arrendamiento Puro"|175|9875|29|"Mensual"|611.592043165467|3830.17197067269|2678355.9|7507.18965517241|2890191.82956651|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1270"|"Arrendamiento Puro"|175|9876|34|"Mensual"|914.561048835537|2564.26084694834|3140141.4|7507.18965517241|4074315.55793618|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1271"|"Arrendamiento Puro"|175|9877|29|"Mensual"|1305.0334541637|3342.35774255516|2678355.9|7507.18965517241|2813205.38331636|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1272"|"Arrendamiento Puro"|175|9878|27|"Mensual"|898.49405561497|2650.69517636918|2493641.7|7507.18965517241|2632553.02069546|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1273"|"Arrendamiento Puro"|175|9879|36|"Mensual"|1114.0023733758|3199.32268797104|3324855.6|7507.18965517241|4062448.9060118|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1274"|"Arrendamiento Puro"|175|9880|27|"Mensual"|1091.09641501774|3032.30937666283|2493641.7|7507.18965517241|2981982.40784858|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1275"|"Arrendamiento Puro"|175|9881|27|"Mensual"|1253.34106599781|2569.66653390518|2493641.7|7507.18965517241|3111782.04288129|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1276"|"Arrendamiento Puro"|175|9882|25|"Mensual"|964.122806129721|2871.16364239448|2308927.5|7507.18965517241|2566512.84681368|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1277"|"Arrendamiento Puro"|175|9883|31|"Mensual"|470.174145869599|3069.08269593845|2863070.1|7507.18965517241|3238106.89212378|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1278"|"Arrendamiento Puro"|175|9884|24|"Mensual"|453.03284133899|3066.51867774273|2216570.4|7507.18965517241|2344964.86758909|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1279"|"Arrendamiento Puro"|175|9885|26|"Mensual"|528.092693564736|2798.42016493326|2401284.6|7507.18965517241|2923977.74661956|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1280"|"Arrendamiento Puro"|175|9886|35|"Mensual"|802.470778029168|3452.2940497229|3232498.5|7507.18965517241|3648736.50939832|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1281"|"Arrendamiento Puro"|175|9887|35|"Mensual"|549.882299580453|3946.43307567961|3232498.5|7507.18965517241|3709791.503726|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1282"|"Arrendamiento Puro"|175|9888|29|"Mensual"|678.324733914058|3582.90532442528|2678355.9|7507.18965517241|2914097.20904247|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1283"|"Arrendamiento Puro"|175|9889|34|"Mensual"|893.146669393969|2372.82979683595|3140141.4|7507.18965517241|3304776.97338704|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1284"|"Arrendamiento Puro"|175|9890|35|"Mensual"|1081.15305719256|2727.79751422302|3232498.5|7507.18965517241|3918155.95525991|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1285"|"Arrendamiento Puro"|175|9891|32|"Mensual"|864.968556178557|3980.15154331071|2955427.2|7507.18965517241|3536621.04022456|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1286"|"Arrendamiento Puro"|175|9892|35|"Mensual"|1247.08817452119|3937.84466442036|3232498.5|7507.18965517241|3739475.41192938|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1287"|"Arrendamiento Puro"|175|9893|31|"Mensual"|464.453380586295|2630.79251489202|2863070.1|7507.18965517241|3143317.96707539|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1288"|"Arrendamiento Puro"|175|9894|25|"Mensual"|532.42523759495|2874.70781793766|2308927.5|7507.18965517241|2679687.89662456|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1289"|"Arrendamiento Puro"|175|9895|32|"Mensual"|1231.17673076819|3669.37864238634|2955427.2|7507.18965517241|3296724.20669677|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1290"|"Arrendamiento Puro"|175|9896|28|"Mensual"|665.394268165259|3424.24632282681|2585998.8|7507.18965517241|3120912.05306548|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1291"|"Arrendamiento Puro"|175|9897|25|"Mensual"|614.050018181265|2958.11677107791|2308927.5|7507.18965517241|2449641.39418879|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1292"|"Arrendamiento Puro"|175|9898|24|"Mensual"|503.14629685442|2742.13884380371|2216570.4|7507.18965517241|2472819.36166672|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1293"|"Arrendamiento Puro"|175|9899|33|"Mensual"|628.843125828109|3613.07636904512|3047784.3|7507.18965517241|3074403.13128779|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1294"|"Arrendamiento Puro"|175|9900|34|"Mensual"|541.251909544314|3472.77127178205|3140141.4|7507.18965517241|3265218.03140698|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1295"|"Arrendamiento Puro"|175|9901|35|"Mensual"|519.293268562746|3476.48807620902|3232498.5|7507.18965517241|4139443.15355679|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1296"|"Arrendamiento Puro"|175|9902|31|"Mensual"|974.504153823566|3659.86162169088|2863070.1|7507.18965517241|3051075.57928821|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1297"|"Arrendamiento Puro"|175|9903|33|"Mensual"|1080.8439142437|2444.86905712171|3047784.3|7507.18965517241|3679726.74682079|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1298"|"Arrendamiento Puro"|175|9904|35|"Mensual"|894.255985903503|2624.97751062323|3232498.5|7507.18965517241|3551519.45691661|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1299"|"Arrendamiento Puro"|175|9905|26|"Mensual"|921.744420432416|2286.22807980977|2401284.6|7507.18965517241|2458871.86030841|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1300"|"Arrendamiento Puro"|175|9906|32|"Mensual"|440.32582172638|2163.19963922725|2955427.2|7507.18965517241|3197051.05465664|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1301"|"Arrendamiento Puro"|175|9907|26|"Mensual"|465.977784670745|2483.48095297079|2401284.6|7507.18965517241|2467636.22581404|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1302"|"Arrendamiento Puro"|175|9908|32|"Mensual"|1255.09579025204|2860.41279498976|2955427.2|7507.18965517241|3681068.46628998|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1303"|"Arrendamiento Puro"|175|9909|26|"Mensual"|959.089569103741|2472.4178385649|2401284.6|7507.18965517241|2620399.1077817|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1304"|"Arrendamiento Puro"|175|9910|32|"Mensual"|670.136489634458|2722.3781673428|2955427.2|7507.18965517241|3050421.59488973|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1305"|"Arrendamiento Puro"|175|9911|27|"Mensual"|1183.22103121554|2821.19330521522|2493641.7|7507.18965517241|2495638.85571729|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1306"|"Arrendamiento Puro"|175|9912|29|"Mensual"|704.118144044215|3388.90566123581|2678355.9|7507.18965517241|3129054.31810336|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1307"|"Arrendamiento Puro"|175|9913|33|"Mensual"|979.932818400462|2770.09790419819|3047784.3|7507.18965517241|3121959.33082822|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1308"|"Arrendamiento Puro"|175|9914|27|"Mensual"|728.038583282034|3246.93884689406|2493641.7|7507.18965517241|2862414.70880617|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1309"|"Arrendamiento Puro"|175|9915|26|"Mensual"|962.438788741019|3875.49451612477|2401284.6|7507.18965517241|2774489.68470655|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1310"|"Arrendamiento Puro"|175|9916|29|"Mensual"|1098.04339451361|3579.66821632173|2678355.9|7507.18965517241|3002018.75180125|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1311"|"Arrendamiento Puro"|175|9917|28|"Mensual"|795.284531961761|2394.53531144738|2585998.8|7507.18965517241|2614611.2448328|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1312"|"Arrendamiento Puro"|175|9918|35|"Mensual"|547.027057612129|3905.06667060133|3232498.5|7507.18965517241|3999730.95212526|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1313"|"Arrendamiento Puro"|175|9919|35|"Mensual"|512.730489617572|2868.29298597025|3232498.5|7507.18965517241|3370181.00016835|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1314"|"Arrendamiento Puro"|175|9920|34|"Mensual"|650.788267118472|3362.37814206097|3140141.4|7507.18965517241|3386187.41805097|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1315"|"Arrendamiento Puro"|175|9921|25|"Mensual"|711.474788205451|2254.93553879327|2308927.5|7507.18965517241|2354156.6448873|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1316"|"Arrendamiento Puro"|175|9922|25|"Mensual"|639.882478288552|3229.35073561695|2308927.5|7507.18965517241|2823588.10954384|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1317"|"Arrendamiento Puro"|175|9923|29|"Mensual"|737.697792893087|2878.83212477585|2678355.9|7507.18965517241|2827963.0931446|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1318"|"Arrendamiento Puro"|175|9924|31|"Mensual"|731.963053469751|3404.44334240632|2863070.1|7507.18965517241|2970381.62906984|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1319"|"Arrendamiento Puro"|175|9925|36|"Mensual"|1072.73837734364|2531.53608218912|3324855.6|7507.18965517241|3564532.96896334|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1320"|"Arrendamiento Puro"|175|9926|27|"Mensual"|566.251377411163|2178.22092308316|2493641.7|7507.18965517241|3029321.0317298|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1321"|"Arrendamiento Puro"|175|9927|25|"Mensual"|521.148075769695|3338.41837582067|2308927.5|7507.18965517241|2796424.56674413|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1322"|"Arrendamiento Puro"|175|9928|30|"Mensual"|1224.55190892024|3794.20714752107|2770713|7507.18965517241|2931550.26752737|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1323"|"Arrendamiento Puro"|175|9929|29|"Mensual"|669.033433010872|3406.35254313188|2678355.9|7507.18965517241|3415417.81109307|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1324"|"Arrendamiento Puro"|175|9930|25|"Mensual"|1166.96902647172|3340.01356603617|2308927.5|7507.18965517241|2782631.33986897|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1325"|"Arrendamiento Puro"|175|9931|24|"Mensual"|546.857025695471|2396.59216036754|2216570.4|7507.18965517241|2374694.89327777|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1326"|"Arrendamiento Puro"|175|9932|35|"Mensual"|866.964663573264|3905.27130796878|3232498.5|7507.18965517241|4000487.45646147|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1327"|"Arrendamiento Puro"|175|9933|27|"Mensual"|1286.3956561161|3532.60891409724|2493641.7|7507.18965517241|3053044.26152052|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1328"|"Arrendamiento Puro"|175|9934|29|"Mensual"|707.36594537836|2789.64907058428|2678355.9|7507.18965517241|3369241.51259784|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1329"|"Arrendamiento Puro"|175|9935|29|"Mensual"|1122.78150494433|2981.54347474225|2678355.9|7507.18965517241|3001874.52563421|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1330"|"Arrendamiento Puro"|175|9936|27|"Mensual"|911.16392365403|3826.77040546937|2493641.7|7507.18965517241|2650108.28928829|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1331"|"Arrendamiento Puro"|175|9937|29|"Mensual"|916.70519805199|2243.33692502766|2678355.9|7507.18965517241|2717441.68815656|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1332"|"Arrendamiento Puro"|175|9938|32|"Mensual"|1280.57874661638|3034.286042237|2955427.2|7507.18965517241|3096229.20402338|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1333"|"Arrendamiento Puro"|175|9939|35|"Mensual"|1108.03685251299|3066.18218181694|3232498.5|7507.18965517241|4031582.42738553|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1334"|"Arrendamiento Puro"|175|9940|27|"Mensual"|1073.0292840205|3522.6600489572|2493641.7|7507.18965517241|3127100.29892489|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1335"|"Arrendamiento Puro"|175|9941|32|"Mensual"|532.531944177712|3896.02261432385|2955427.2|7507.18965517241|2983692.16745024|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1336"|"Arrendamiento Puro"|175|9942|26|"Mensual"|988.973638708277|2835.02965458307|2401284.6|7507.18965517241|2493544.1257291|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1337"|"Arrendamiento Puro"|175|9943|34|"Mensual"|680.008148712197|2714.68429011362|3140141.4|7507.18965517241|3408958.16288332|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1338"|"Arrendamiento Puro"|175|9944|32|"Mensual"|562.048698540928|3399.25593639761|2955427.2|7507.18965517241|3628061.44670396|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1339"|"Arrendamiento Puro"|175|9945|34|"Mensual"|757.146062676746|2775.31851471874|3140141.4|7507.18965517241|3578130.26546586|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1340"|"Arrendamiento Puro"|175|9946|25|"Mensual"|653.386781176345|3191.0727625773|2308927.5|7507.18965517241|2414040.88316572|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1341"|"Arrendamiento Puro"|175|9947|26|"Mensual"|919.009100271517|3783.34071330415|2401284.6|7507.18965517241|2674247.55845208|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1342"|"Arrendamiento Puro"|175|9948|33|"Mensual"|758.562342103603|3313.46483273624|3047784.3|7507.18965517241|3643483.54494152|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
"1343"|"Arrendamiento Puro"|175|9949|30|"Mensual"|1073.21256786064|3710.64097495029|2770713|7507.18965517241|3564744.67987194|"Tabla Amort"|2017-09-01 00:00:00|2020-03-01|"No"|NA|"CDMX"|"MXN"
